timestamp,ticker,yes_bid,yes_ask,last_price,volume,open_interest
2025-12-26T12:06:41.825498+00:00,HIGHMIA-27DEC25-T70,56,60,58,415,971
2025-12-26T12:06:41.825498+00:00,HIGHMIA-27DEC25-T75,27,31,29,446,992
2025-12-26T12:06:41.825498+00:00,HIGHMIA-27DEC25-T80,2,6,4,125,576
2025-12-26T12:06:41.825498+00:00,HIGHMIA-27DEC25-T85,1,5,3,110,1725
2025-12-26T12:06:41.825498+00:00,HIGHMIA-27DEC25-T90,1,3,1,157,1563
2025-12-26T12:06:41.825498+00:00,HIGHMIA-28DEC25-T55,89,93,91,165,894
2025-12-26T12:06:41.825498+00:00,HIGHMIA-28DEC25-T60,92,96,94,305,1979
2025-12-26T12:06:41.825498+00:00,HIGHMIA-28DEC25-T65,95,99,97,264,455
2025-12-26T12:06:41.825498+00:00,HIGHMIA-28DEC25-T70,64,68,66,18,1267
2025-12-26T12:06:41.825498+00:00,HIGHMIA-28DEC25-T75,36,40,38,384,1316
2025-12-26T12:06:41.825498+00:00,HIGHMIA-28DEC25-T80,15,19,17,391,1285
2025-12-26T12:06:41.825498+00:00,HIGHMIA-28DEC25-T85,2,6,4,346,651
2025-12-26T12:06:41.825498+00:00,HIGHMIA-28DEC25-T90,1,4,2,199,1110
2025-12-26T12:06:41.825498+00:00,HIGHNY-27DEC25-T30,77,81,79,221,395
2025-12-26T12:06:41.825498+00:00,HIGHNY-27DEC25-T35,64,68,66,52,1917
2025-12-26T12:06:41.825498+00:00,HIGHNY-27DEC25-T40,17,21,19,151,886
2025-12-26T12:06:41.825498+00:00,HIGHNY-27DEC25-T45,8,12,10,36,1551
2025-12-26T12:06:41.825498+00:00,HIGHNY-27DEC25-T50,4,8,6,211,265
2025-12-26T12:06:41.825498+00:00,HIGHNY-27DEC25-T55,1,3,1,109,1391
2025-12-26T12:06:41.825498+00:00,HIGHNY-28DEC25-T30,82,86,84,324,1438
2025-12-26T12:06:41.825498+00:00,HIGHNY-28DEC25-T35,66,70,68,328,1421
2025-12-26T12:06:41.825498+00:00,HIGHNY-28DEC25-T40,33,37,35,155,754
2025-12-26T12:06:41.825498+00:00,HIGHNY-28DEC25-T45,2,6,4,123,964
2025-12-26T12:06:41.825498+00:00,HIGHNY-28DEC25-T50,6,10,8,133,955
2025-12-26T12:06:41.825498+00:00,HIGHNY-28DEC25-T55,1,4,2,356,1613
2025-12-26T12:06:41.825498+00:00,SNOWBOS-27DEC25-B0,1,4,2,105,57
2025-12-26T12:06:41.825498+00:00,SNOWBOS-27DEC25-B1,38,42,40,121,134
2025-12-26T12:06:41.825498+00:00,SNOWBOS-27DEC25-B2,15,19,17,186,162
2025-12-26T12:06:41.825498+00:00,SNOWBOS-27DEC25-B4,2,6,4,83,455
2025-12-26T12:06:41.825498+00:00,SNOWBOS-27DEC25-B6,1,4,2,129,312
2025-12-26T12:06:41.825498+00:00,SNOWBOS-28DEC25-B0,8,12,10,167,152
2025-12-26T12:06:41.825498+00:00,SNOWBOS-28DEC25-B1,12,16,14,52,72
2025-12-26T12:06:41.825498+00:00,SNOWBOS-28DEC25-B2,30,34,32,183,373
2025-12-26T12:06:41.825498+00:00,SNOWBOS-28DEC25-B4,4,8,6,34,323
2025-12-26T12:06:41.825498+00:00,SNOWBOS-28DEC25-B6,1,3,1,200,292
2025-12-26T12:06:41.825498+00:00,SNOWCHI-27DEC25-B0,82,86,84,113,51
2025-12-26T12:06:41.825498+00:00,SNOWCHI-27DEC25-B1,80,84,82,69,305
2025-12-26T12:06:41.825498+00:00,SNOWCHI-27DEC25-B2,71,75,73,121,188
2025-12-26T12:06:41.825498+00:00,SNOWCHI-27DEC25-B4,36,40,38,65,175
2025-12-26T12:06:41.825498+00:00,SNOWCHI-27DEC25-B6,5,9,7,161,236
2025-12-26T12:06:41.825498+00:00,SNOWCHI-28DEC25-B0,7,11,9,52,32
2025-12-26T12:06:41.825498+00:00,SNOWCHI-28DEC25-B1,25,29,27,70,73
2025-12-26T12:06:41.825498+00:00,SNOWCHI-28DEC25-B2,15,19,17,187,227
2025-12-26T12:06:41.825498+00:00,SNOWCHI-28DEC25-B4,2,6,4,11,382
2025-12-26T12:06:41.825498+00:00,SNOWCHI-28DEC25-B6,1,3,1,9,74
2025-12-26T12:06:41.825498+00:00,SNOWNYC-27DEC25-B0,1,4,2,126,47
2025-12-26T12:06:41.825498+00:00,SNOWNYC-27DEC25-B1,36,40,38,159,125
2025-12-26T12:06:41.825498+00:00,SNOWNYC-27DEC25-B2,28,32,30,21,90
2025-12-26T12:06:41.825498+00:00,SNOWNYC-27DEC25-B4,2,6,4,180,450
2025-12-26T12:06:41.825498+00:00,SNOWNYC-27DEC25-B6,3,7,5,19,40
2025-12-26T12:06:41.825498+00:00,SNOWNYC-28DEC25-B0,21,25,23,82,486
2025-12-26T12:06:41.825498+00:00,SNOWNYC-28DEC25-B1,25,29,27,5,141
2025-12-26T12:06:41.825498+00:00,SNOWNYC-28DEC25-B2,10,14,12,128,315
2025-12-26T12:06:41.825498+00:00,SNOWNYC-28DEC25-B4,15,19,17,135,288
2025-12-26T12:06:41.825498+00:00,SNOWNYC-28DEC25-B6,1,5,3,198,307
2025-12-27T00:06:41.825498+00:00,HIGHCHI-27DEC25-T30,80,84,82,183,1824
2025-12-27T00:06:41.825498+00:00,HIGHCHI-27DEC25-T35,37,41,39,9,1387
2025-12-27T00:06:41.825498+00:00,HIGHCHI-27DEC25-T40,10,14,12,180,436
2025-12-27T00:06:41.825498+00:00,HIGHCHI-27DEC25-T45,1,4,2,71,1324
2025-12-27T00:06:41.825498+00:00,HIGHCHI-27DEC25-T50,1,4,2,70,105
2025-12-27T00:06:41.825498+00:00,HIGHDAL-27DEC25-T30,91,95,93,89,1741
2025-12-27T00:06:41.825498+00:00,HIGHDAL-27DEC25-T35,96,99,98,448,965
2025-12-27T00:06:41.825498+00:00,HIGHDAL-27DEC25-T40,72,76,74,281,126
2025-12-27T00:06:41.825498+00:00,HIGHDAL-27DEC25-T45,48,52,50,83,508
2025-12-27T00:06:41.825498+00:00,HIGHDAL-27DEC25-T50,8,12,10,301,72
2025-12-27T00:06:41.825498+00:00,HIGHDAL-27DEC25-T55,1,3,1,400,637
2025-12-27T00:06:41.825498+00:00,HIGHDAL-27DEC25-T60,9,13,11,255,236
2025-12-27T00:06:41.825498+00:00,HIGHDEN-27DEC25-T30,97,99,99,243,912
2025-12-27T00:06:41.825498+00:00,HIGHDEN-27DEC25-T35,88,92,90,199,708
2025-12-27T00:06:41.825498+00:00,HIGHDEN-27DEC25-T40,71,75,73,128,1494
2025-12-27T00:06:41.825498+00:00,HIGHDEN-27DEC25-T45,27,31,29,161,1379
2025-12-27T00:06:41.825498+00:00,HIGHDEN-27DEC25-T50,1,4,2,66,1541
2025-12-27T00:06:41.825498+00:00,HIGHDEN-27DEC25-T55,1,4,2,431,417
2025-12-27T00:06:41.825498+00:00,HIGHDEN-27DEC25-T60,1,5,3,256,230
2025-12-27T00:06:41.825498+00:00,HIGHLA-27DEC25-T45,94,98,96,322,1554
2025-12-27T00:06:41.825498+00:00,HIGHLA-27DEC25-T50,89,93,91,481,863
2025-12-27T00:06:41.825498+00:00,HIGHLA-27DEC25-T55,87,91,89,161,1700
2025-12-27T00:06:41.825498+00:00,HIGHLA-27DEC25-T60,57,61,59,209,1411
2025-12-27T00:06:41.825498+00:00,HIGHLA-27DEC25-T65,22,26,24,228,1261
2025-12-27T00:06:41.825498+00:00,HIGHLA-27DEC25-T70,10,14,12,384,1529
2025-12-27T00:06:41.825498+00:00,HIGHLA-27DEC25-T75,1,4,2,361,625
2025-12-27T00:06:41.825498+00:00,HIGHLA-27DEC25-T80,10,14,12,151,450
2025-12-27T00:06:41.825498+00:00,HIGHMIA-27DEC25-T55,96,99,98,322,706
2025-12-27T00:06:41.825498+00:00,HIGHMIA-27DEC25-T60,96,99,98,458,1309
2025-12-27T00:06:41.825498+00:00,HIGHMIA-27DEC25-T65,84,88,86,403,890
2025-12-27T00:06:41.825498+00:00,HIGHMIA-27DEC25-T70,56,60,58,309,669
2025-12-27T00:06:41.825498+00:00,HIGHMIA-27DEC25-T75,28,32,30,235,550
2025-12-27T00:06:41.825498+00:00,HIGHMIA-27DEC25-T80,1,5,3,46,303
2025-12-27T00:06:41.825498+00:00,HIGHMIA-27DEC25-T85,3,7,5,220,817
2025-12-27T00:06:41.825498+00:00,HIGHMIA-27DEC25-T90,1,3,1,432,878
2025-12-27T00:06:41.825498+00:00,HIGHNY-27DEC25-T30,77,81,79,147,967
2025-12-27T00:06:41.825498+00:00,HIGHNY-27DEC25-T35,64,68,66,213,1014
2025-12-27T00:06:41.825498+00:00,HIGHNY-27DEC25-T40,14,18,16,361,1980
2025-12-27T00:06:41.825498+00:00,HIGHNY-27DEC25-T45,7,11,9,249,1049
2025-12-27T00:06:41.825498+00:00,HIGHNY-27DEC25-T50,1,5,3,487,1843
2025-12-27T00:06:41.825498+00:00,HIGHNY-27DEC25-T55,1,4,2,207,288
2025-12-27T00:06:41.825498+00:00,SNOWBOS-27DEC25-B0,1,4,2,58,440
2025-12-27T00:06:41.825498+00:00,SNOWBOS-27DEC25-B1,38,42,40,49,481
2025-12-27T00:06:41.825498+00:00,SNOWBOS-27DEC25-B2,15,19,17,151,306
2025-12-27T00:06:41.825498+00:00,SNOWBOS-27DEC25-B4,1,4,2,147,206
2025-12-27T00:06:41.825498+00:00,SNOWBOS-27DEC25-B6,1,4,2,85,455
2025-12-27T00:06:41.825498+00:00,SNOWCHI-27DEC25-B0,85,89,87,189,175
2025-12-27T00:06:41.825498+00:00,SNOWCHI-27DEC25-B1,77,81,79,11,400
2025-12-27T00:06:41.825498+00:00,SNOWCHI-27DEC25-B2,71,75,73,27,449
2025-12-27T00:06:41.825498+00:00,SNOWCHI-27DEC25-B4,35,39,37,30,405
2025-12-27T00:06:41.825498+00:00,SNOWCHI-27DEC25-B6,5,9,7,141,77
2025-12-27T00:06:41.825498+00:00,SNOWNYC-27DEC25-B0,1,4,2,148,332
2025-12-27T00:06:41.825498+00:00,SNOWNYC-27DEC25-B1,36,40,38,114,162
2025-12-27T00:06:41.825498+00:00,SNOWNYC-27DEC25-B2,29,33,31,62,98
2025-12-27T00:06:41.825498+00:00,SNOWNYC-27DEC25-B4,1,5,3,68,413
2025-12-27T00:06:41.825498+00:00,SNOWNYC-27DEC25-B6,1,3,1,43,415
2025-12-27T06:06:41.825498+00:00,HIGHCHI-27DEC25-T30,80,84,82,40,1820
2025-12-27T06:06:41.825498+00:00,HIGHCHI-27DEC25-T35,39,43,41,344,232
2025-12-27T06:06:41.825498+00:00,HIGHCHI-27DEC25-T40,10,14,12,356,1318
2025-12-27T06:06:41.825498+00:00,HIGHCHI-27DEC25-T45,1,4,2,231,1149
2025-12-27T06:06:41.825498+00:00,HIGHCHI-27DEC25-T50,1,4,2,162,766
2025-12-27T06:06:41.825498+00:00,HIGHDAL-27DEC25-T30,91,95,93,244,1903
2025-12-27T06:06:41.825498+00:00,HIGHDAL-27DEC25-T35,96,99,98,172,453
2025-12-27T06:06:41.825498+00:00,HIGHDAL-27DEC25-T40,72,76,74,492,736
2025-12-27T06:06:41.825498+00:00,HIGHDAL-27DEC25-T45,48,52,50,293,1961
2025-12-27T06:06:41.825498+00:00,HIGHDAL-27DEC25-T50,8,12,10,480,658
2025-12-27T06:06:41.825498+00:00,HIGHDAL-27DEC25-T55,1,4,2,66,1650
2025-12-27T06:06:41.825498+00:00,HIGHDAL-27DEC25-T60,8,12,10,226,1987
2025-12-27T06:06:41.825498+00:00,HIGHDEN-27DEC25-T30,96,99,98,427,1517
2025-12-27T06:06:41.825498+00:00,HIGHDEN-27DEC25-T35,88,92,90,98,1018
2025-12-27T06:06:41.825498+00:00,HIGHDEN-27DEC25-T40,71,75,73,213,1020
2025-12-27T06:06:41.825498+00:00,HIGHDEN-27DEC25-T45,27,31,29,276,724
2025-12-27T06:06:41.825498+00:00,HIGHDEN-27DEC25-T50,1,4,2,279,1967
2025-12-27T06:06:41.825498+00:00,HIGHDEN-27DEC25-T55,1,4,2,159,48
2025-12-27T06:06:41.825498+00:00,HIGHDEN-27DEC25-T60,1,4,2,451,45
2025-12-27T06:06:41.825498+00:00,HIGHLA-27DEC25-T45,96,99,98,84,1915
2025-12-27T06:06:41.825498+00:00,HIGHLA-27DEC25-T50,89,93,91,420,528
2025-12-27T06:06:41.825498+00:00,HIGHLA-27DEC25-T55,87,91,89,412,1804
2025-12-27T06:06:41.825498+00:00,HIGHLA-27DEC25-T60,57,61,59,485,76
2025-12-27T06:06:41.825498+00:00,HIGHLA-27DEC25-T65,23,27,25,266,256
2025-12-27T06:06:41.825498+00:00,HIGHLA-27DEC25-T70,10,14,12,40,1963
2025-12-27T06:06:41.825498+00:00,HIGHLA-27DEC25-T75,1,4,2,288,280
2025-12-27T06:06:41.825498+00:00,HIGHLA-27DEC25-T80,9,13,11,340,679
2025-12-27T06:06:41.825498+00:00,HIGHMIA-27DEC25-T55,97,99,99,125,1397
2025-12-27T06:06:41.825498+00:00,HIGHMIA-27DEC25-T60,96,99,98,299,418
2025-12-27T06:06:41.825498+00:00,HIGHMIA-27DEC25-T65,85,89,87,361,1080
2025-12-27T06:06:41.825498+00:00,HIGHMIA-27DEC25-T70,56,60,58,491,1566
2025-12-27T06:06:41.825498+00:00,HIGHMIA-27DEC25-T75,28,32,30,146,1588
2025-12-27T06:06:41.825498+00:00,HIGHMIA-27DEC25-T80,3,7,5,82,493
2025-12-27T06:06:41.825498+00:00,HIGHMIA-27DEC25-T85,3,7,5,361,60
2025-12-27T06:06:41.825498+00:00,HIGHMIA-27DEC25-T90,1,4,2,280,1550
2025-12-27T06:06:41.825498+00:00,HIGHNY-27DEC25-T30,76,80,78,231,1674
2025-12-27T06:06:41.825498+00:00,HIGHNY-27DEC25-T35,64,68,66,251,457
2025-12-27T06:06:41.825498+00:00,HIGHNY-27DEC25-T40,14,18,16,343,1491
2025-12-27T06:06:41.825498+00:00,HIGHNY-27DEC25-T45,7,11,9,475,1766
2025-12-27T06:06:41.825498+00:00,HIGHNY-27DEC25-T50,1,4,2,25,1288
2025-12-27T06:06:41.825498+00:00,HIGHNY-27DEC25-T55,1,4,2,348,1341
2025-12-27T06:06:41.825498+00:00,SNOWBOS-27DEC25-B0,1,4,2,31,341
2025-12-27T06:06:41.825498+00:00,SNOWBOS-27DEC25-B1,38,42,40,154,270
2025-12-27T06:06:41.825498+00:00,SNOWBOS-27DEC25-B2,15,19,17,39,238
2025-12-27T06:06:41.825498+00:00,SNOWBOS-27DEC25-B4,1,4,2,60,448
2025-12-27T06:06:41.825498+00:00,SNOWBOS-27DEC25-B6,1,4,2,26,279
2025-12-27T06:06:41.825498+00:00,SNOWCHI-27DEC25-B0,87,91,89,155,138
2025-12-27T06:06:41.825498+00:00,SNOWCHI-27DEC25-B1,77,81,79,167,236
2025-12-27T06:06:41.825498+00:00,SNOWCHI-27DEC25-B2,71,75,73,42,178
2025-12-27T06:06:41.825498+00:00,SNOWCHI-27DEC25-B4,35,39,37,1,346
2025-12-27T06:06:41.825498+00:00,SNOWCHI-27DEC25-B6,5,9,7,74,234
2025-12-27T06:06:41.825498+00:00,SNOWNYC-27DEC25-B0,1,4,2,145,495
2025-12-27T06:06:41.825498+00:00,SNOWNYC-27DEC25-B1,36,40,38,151,229
2025-12-27T06:06:41.825498+00:00,SNOWNYC-27DEC25-B2,29,33,31,105,240
2025-12-27T06:06:41.825498+00:00,SNOWNYC-27DEC25-B4,2,6,4,161,311
2025-12-27T06:06:41.825498+00:00,SNOWNYC-27DEC25-B6,1,4,2,146,481
2025-12-27T10:06:41.825498+00:00,HIGHCHI-27DEC25-T30,80,84,82,229,1727
2025-12-27T10:06:41.825498+00:00,HIGHCHI-27DEC25-T35,39,43,41,485,1818
2025-12-27T10:06:41.825498+00:00,HIGHCHI-27DEC25-T40,10,14,12,133,1874
2025-12-27T10:06:41.825498+00:00,HIGHCHI-27DEC25-T45,1,4,2,366,895
2025-12-27T10:06:41.825498+00:00,HIGHCHI-27DEC25-T50,1,4,2,445,101
2025-12-27T10:06:41.825498+00:00,HIGHDAL-27DEC25-T30,91,95,93,18,1877
2025-12-27T10:06:41.825498+00:00,HIGHDAL-27DEC25-T35,96,99,98,237,689
2025-12-27T10:06:41.825498+00:00,HIGHDAL-27DEC25-T40,72,76,74,495,1354
2025-12-27T10:06:41.825498+00:00,HIGHDAL-27DEC25-T45,48,52,50,116,972
2025-12-27T10:06:41.825498+00:00,HIGHDAL-27DEC25-T50,8,12,10,197,832
2025-12-27T10:06:41.825498+00:00,HIGHDAL-27DEC25-T55,1,4,2,294,1622
2025-12-27T10:06:41.825498+00:00,HIGHDAL-27DEC25-T60,8,12,10,240,1468
2025-12-27T10:06:41.825498+00:00,HIGHDEN-27DEC25-T30,96,99,98,130,1721
2025-12-27T10:06:41.825498+00:00,HIGHDEN-27DEC25-T35,87,91,89,113,746
2025-12-27T10:06:41.825498+00:00,HIGHDEN-27DEC25-T40,71,75,73,248,1342
2025-12-27T10:06:41.825498+00:00,HIGHDEN-27DEC25-T45,27,31,29,222,1547
2025-12-27T10:06:41.825498+00:00,HIGHDEN-27DEC25-T50,1,4,2,115,1532
2025-12-27T10:06:41.825498+00:00,HIGHDEN-27DEC25-T55,1,4,2,367,1113
2025-12-27T10:06:41.825498+00:00,HIGHDEN-27DEC25-T60,1,4,2,230,717
2025-12-27T10:06:41.825498+00:00,HIGHLA-27DEC25-T45,96,99,98,414,1680
2025-12-27T10:06:41.825498+00:00,HIGHLA-27DEC25-T50,89,93,91,141,346
2025-12-27T10:06:41.825498+00:00,HIGHLA-27DEC25-T55,87,91,89,103,836
2025-12-27T10:06:41.825498+00:00,HIGHLA-27DEC25-T60,57,61,59,64,1816
2025-12-27T10:06:41.825498+00:00,HIGHLA-27DEC25-T65,23,27,25,135,110
2025-12-27T10:06:41.825498+00:00,HIGHLA-27DEC25-T70,10,14,12,345,1905
2025-12-27T10:06:41.825498+00:00,HIGHLA-27DEC25-T75,1,4,2,199,1407
2025-12-27T10:06:41.825498+00:00,HIGHLA-27DEC25-T80,9,13,11,243,924
2025-12-27T10:06:41.825498+00:00,HIGHMIA-27DEC25-T55,96,99,98,163,480
2025-12-27T10:06:41.825498+00:00,HIGHMIA-27DEC25-T60,96,99,98,209,519
2025-12-27T10:06:41.825498+00:00,HIGHMIA-27DEC25-T65,85,89,87,242,122
2025-12-27T10:06:41.825498+00:00,HIGHMIA-27DEC25-T70,57,61,59,373,1846
2025-12-27T10:06:41.825498+00:00,HIGHMIA-27DEC25-T75,28,32,30,403,1087
2025-12-27T10:06:41.825498+00:00,HIGHMIA-27DEC25-T80,2,6,4,114,151
2025-12-27T10:06:41.825498+00:00,HIGHMIA-27DEC25-T85,3,7,5,443,1823
2025-12-27T10:06:41.825498+00:00,HIGHMIA-27DEC25-T90,1,4,2,464,471
2025-12-27T10:06:41.825498+00:00,HIGHNY-27DEC25-T30,76,80,78,446,1773
2025-12-27T10:06:41.825498+00:00,HIGHNY-27DEC25-T35,64,68,66,89,796
2025-12-27T10:06:41.825498+00:00,HIGHNY-27DEC25-T40,14,18,16,254,337
2025-12-27T10:06:41.825498+00:00,HIGHNY-27DEC25-T45,7,11,9,265,184
2025-12-27T10:06:41.825498+00:00,HIGHNY-27DEC25-T50,1,4,2,46,878
2025-12-27T10:06:41.825498+00:00,HIGHNY-27DEC25-T55,1,4,2,389,1936
2025-12-27T10:06:41.825498+00:00,SNOWBOS-27DEC25-B0,1,4,2,40,265
2025-12-27T10:06:41.825498+00:00,SNOWBOS-27DEC25-B1,38,42,40,18,151
2025-12-27T10:06:41.825498+00:00,SNOWBOS-27DEC25-B2,15,19,17,138,257
2025-12-27T10:06:41.825498+00:00,SNOWBOS-27DEC25-B4,1,4,2,191,252
2025-12-27T10:06:41.825498+00:00,SNOWBOS-27DEC25-B6,1,4,2,117,17
2025-12-27T10:06:41.825498+00:00,SNOWCHI-27DEC25-B0,87,91,89,173,438
2025-12-27T10:06:41.825498+00:00,SNOWCHI-27DEC25-B1,77,81,79,72,102
2025-12-27T10:06:41.825498+00:00,SNOWCHI-27DEC25-B2,71,75,73,170,493
2025-12-27T10:06:41.825498+00:00,SNOWCHI-27DEC25-B4,35,39,37,139,246
2025-12-27T10:06:41.825498+00:00,SNOWCHI-27DEC25-B6,5,9,7,8,332
2025-12-27T10:06:41.825498+00:00,SNOWNYC-27DEC25-B0,1,4,2,78,53
2025-12-27T10:06:41.825498+00:00,SNOWNYC-27DEC25-B1,36,40,38,157,388
2025-12-27T10:06:41.825498+00:00,SNOWNYC-27DEC25-B2,29,33,31,177,314
2025-12-27T10:06:41.825498+00:00,SNOWNYC-27DEC25-B4,2,6,4,109,68
2025-12-27T10:06:41.825498+00:00,SNOWNYC-27DEC25-B6,1,4,2,74,234
2025-12-27T12:06:41.825498+00:00,HIGHCHI-28DEC25-T30,44,48,46,163,1635
2025-12-27T12:06:41.825498+00:00,HIGHCHI-28DEC25-T35,6,10,8,430,356
2025-12-27T12:06:41.825498+00:00,HIGHCHI-28DEC25-T40,1,3,1,500,1752
2025-12-27T12:06:41.825498+00:00,HIGHCHI-28DEC25-T45,1,5,3,124,985
2025-12-27T12:06:41.825498+00:00,HIGHCHI-29DEC25-T30,50,54,52,70,218
2025-12-27T12:06:41.825498+00:00,HIGHCHI-29DEC25-T35,21,25,23,270,955
2025-12-27T12:06:41.825498+00:00,HIGHCHI-29DEC25-T40,1,3,1,367,1172
2025-12-27T12:06:41.825498+00:00,HIGHCHI-29DEC25-T45,1,3,1,300,486
2025-12-27T12:06:41.825498+00:00,HIGHCHI-29DEC25-T50,19,23,21,230,662
2025-12-27T12:06:41.825498+00:00,HIGHDAL-28DEC25-T40,92,96,94,212,62
2025-12-27T12:06:41.825498+00:00,HIGHDAL-28DEC25-T45,88,92,90,163,1547
2025-12-27T12:06:41.825498+00:00,HIGHDAL-28DEC25-T50,94,98,96,313,333
2025-12-27T12:06:41.825498+00:00,HIGHDAL-28DEC25-T55,53,57,55,326,667
2025-12-27T12:06:41.825498+00:00,HIGHDAL-28DEC25-T60,23,27,25,335,1789
2025-12-27T12:06:41.825498+00:00,HIGHDAL-28DEC25-T65,1,3,1,82,1981
2025-12-27T12:06:41.825498+00:00,HIGHDAL-28DEC25-T70,5,9,7,149,813
